DIAGNOSISCODE,DIAGNOSISCODEDESCRIPTION,PARENTDIAGNOSISCODE,DIAGNOSISCODESET,DIAGNOSISCODEGROUP,SUBCATEGORY
M9420,"Chondromalacia, unspecified site",M942,ICD10,CHONDROPATHIES (M91-M94),
I253,Aneurysm of heart,I25,ICD10,ISCHEMIC HEART DISEASES (I20-I25),
B964,Proteus (mirabilis) (morganii) causing dis classd elswhr,B96,ICD10,BACTERIAL AND VIRAL INFECTIOUS AGENTS (B95-B97),
L909,"Atrophic disorder of skin, unspecified",L90,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
H47091,"Oth disorders of optic nerve, NEC, right eye",H4709,ICD10,DISORDERS OF OPTIC NERVE AND VISUAL PATHWAYS (H46-H47),
S139XXA,"Sprain of joints and ligaments of unsp parts of neck, init",S139,ICD10,INJURIES TO THE NECK (S10-S19),
Z5111,Encounter for antineoplastic chemotherapy,Z511,ICD10,ENCOUNTERS FOR OTHER SPECIFIC HEALTH CARE (Z40-Z53),
Z7389,Other problems related to life management difficulty,Z738,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
S92302D,"Fx unsp metatarsal bone(s), l foot, subs for fx w routn heal",S92302,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
M7060,"Trochanteric bursitis, unspecified hip",M706,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
M23211,"Derang of ant horn of medial mensc d/t old tear/inj, r knee",M2321,ICD10,OTHER JOINT DISORDERS (M20-M25),
S12100A,"Unsp disp fx of second cervical vertebra, init for clos fx",S12100,ICD10,INJURIES TO THE NECK (S10-S19),
I7121,"Aneurysm of the ascending aorta, without rupture",I712,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
F73,Profound intellectual disabilities,,ICD10,INTELLECTUAL DISABILITIES (F70-F79),
S7011XD,"Contusion of right thigh, subsequent encounter",S7011,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
S81011S,"Laceration without foreign body, right knee, sequela",S81011,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
N3041,Irradiation cystitis with hematuria,N304,ICD10,OTHER DISEASES OF THE URINARY SYSTEM (N30-N39),
S01312D,"Laceration without foreign body of left ear, subs encntr",S01312,ICD10,INJURIES TO THE HEAD (S00-S09),
I69353,Hemiplga following cerebral infrc aff right nondom side,I6935,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
I669,Occlusion and stenosis of unspecified cerebral artery,I66,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
R151,Fecal smearing,R15,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
I69354,Hemiplga following cerebral infrc affecting left nondom side,I6935,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
Z79890,Hormone replacement therapy (postmenopausal),Z7989,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
M3131,Wegener's granulomatosis with renal involvement,M313,ICD10,SYSTEMIC CONNECTIVE TISSUE DISORDERS (M30-M36),
C159,"Malignant neoplasm of esophagus, unspecified",C15,ICD10,MALIGNANT NEOPLASMS OF DIGESTIVE ORGANS (C15-C26),
S46912A,"Strain unsp musc/fasc/tend at shldr/up arm, left arm, init",S46912,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
S81812A,"Laceration without foreign body, left lower leg, init encntr",S81812,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
T8571XD,"Infect/inflm reaction due to periton dialysis catheter, subs",T8571,ICD10,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED (T80-T88)",
S52552A,"Oth extrartic fracture of lower end of left radius, init",S52552,ICD10,INJURIES TO THE ELBOW AND FOREARM (S50-S59),
I63031,Cerebral infrc due to thrombosis of right carotid artery,I6303,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
Z91410,Personal history of adult physical and sexual abuse,Z9141,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
M320,Drug-induced systemic lupus erythematosus,M32,ICD10,SYSTEMIC CONNECTIVE TISSUE DISORDERS (M30-M36),
I83811,Varicose veins of right lower extremity with pain,I8381,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
S82841D,"Displ bimalleol fx r low leg, subs for clos fx w routn heal",S82841,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
C8390,"Non-follicular (diffuse) lymphoma, unsp, unspecified site",C839,ICD10,"MALIGNANT NEOPLASMS OF LYMPHOID, HEMATOPOIETIC AND RELATED TISSUE (C81-C96)",
H6522,"Chronic serous otitis media, left ear",H652,ICD10,DISEASES OF MIDDLE EAR AND MASTOID (H65-H75),
E8771,Transfusion associated circulatory overload,E877,ICD10,METABOLIC DISORDERS (E70-E88),
K9181,Other intraoperative complications of digestive system,K918,ICD10,OTHER DISEASES OF THE DIGESTIVE SYSTEM (K90-K95),
E612,Magnesium deficiency,E61,ICD10,OTHER NUTRITIONAL DEFICIENCIES (E50-E64),
E069,"Thyroiditis, unspecified",E06,ICD10,DISORDERS OF THYROID GLAND (E00-E07),
I610,"Nontraumatic intcrbl hemorrhage in hemisphere, subcortical",I61,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
M4310,"Spondylolisthesis, site unspecified",M431,ICD10,DEFORMING DORSOPATHIES (M40-M43),
S2220XD,"Unsp fracture of sternum, subs for fx w routn heal",S2220,ICD10,INJURIES TO THE THORAX (S20-S29),
S61200A,"Unsp open wound of r idx fngr w/o damage to nail, init",S61200,ICD10,"INJURIES TO THE WRIST, HAND AND FINGERS (S60-S69)",
M96672,"Fx tib/fib fol insrt ortho implnt/prosth/bone plt, left leg",M9667,ICD10,"INTRAOPERATIVE AND POSTPROCEDURAL COMPLICATIONS AND DISORDERS OF MUSCULOSKELETAL SYSTEM, NOT ELSEWHERE CLASSIFIED (M96)",
T17908A,"Unsp fb in resp tract, part unsp causing oth injury, init",T17908,ICD10,EFFECTS OF FOREIGN BODY ENTERING THROUGH NATURAL ORIFICE (T15-T19),
G8313,Monoplegia of lower limb affecting right nondominant side,G831,ICD10,CEREBRAL PALSY AND OTHER PARALYTIC SYNDROMES (G80-G83),
I6340,Cerebral infarction due to embolism of unsp cerebral artery,I634,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
K8001,Calculus of gallbladder w acute cholecystitis w obstruction,K800,ICD10,"DISORDERS OF GALLBLADDER, BILIARY TRACT AND PANCREAS (K80-K87)",
S62501D,"Fx unsp phalanx of right thumb, subs for fx w routn heal",S62501,ICD10,"INJURIES TO THE WRIST, HAND AND FINGERS (S60-S69)",
D899,"Disorder involving the immune mechanism, unspecified",D89,ICD10,CERTAIN DISORDERS INVOLVING THE IMMUNE MECHANISM (D80-D89),
S40211A,"Abrasion of right shoulder, initial encounter",S40211,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
N452,Orchitis,N45,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
N5314,Retrograde ejaculation,N531,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
T8132XA,"Disruption of internal operation (surgical) wound, NEC, init",T8132,ICD10,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED (T80-T88)",
Z8051,Family history of malignant neoplasm of kidney,Z805,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
S86112A,"Strain musc/tend post grp at low leg level, left leg, init",S86112,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
I63341,Cerebral infrc due to thrombosis of right cereblr artery,I6334,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
Z90711,Acquired absence of uterus with remaining cervical stump,Z9071,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
J387,Other diseases of larynx,J38,ICD10,OTHER DISEASES OF UPPER RESPIRATORY TRACT (J30-J39),
Z6837,"Body mass index (BMI) 37.0-37.9, adult",Z683,ICD10,BODY MASS INDEX [BMI] (Z68),
I82492,Acute embolism and thrombosis of deep vein of l low extrem,I8249,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
C9190,"Lymphoid leukemia, unspecified not having achieved remission",C919,ICD10,"MALIGNANT NEOPLASMS OF LYMPHOID, HEMATOPOIETIC AND RELATED TISSUE (C81-C96)",
E1140,"Type 2 diabetes mellitus with diabetic neuropathy, unsp",E114,ICD10,DIABETES MELLITUS (E08-E13),
I739,"Peripheral vascular disease, unspecified",I73,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
D3613,"Ben neoplm of prph nrv & autonm nrv sys of low lmb, inc hip",D361,ICD10,"BENIGN NEOPLASMS, EXCEPT BENIGN NEUROENDOCRINE TUMORS (D10-D36)",
R81,Glycosuria,,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
C8331,"Diffuse large B-cell lymphoma, nodes of head, face, and neck",C833,ICD10,"MALIGNANT NEOPLASMS OF LYMPHOID, HEMATOPOIETIC AND RELATED TISSUE (C81-C96)",
D72820,Lymphocytosis (symptomatic),D7282,ICD10,OTHER DISORDERS OF BLOOD AND BLOOD-FORMING ORGANS (D70-D77),
R631,Polydipsia,R63,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
I7101,Dissection of thoracic aorta,I710,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
C800,"Disseminated malignant neoplasm, unspecified",C80,ICD10,"MALIGNANT NEOPLASMS OF ILL-DEFINED, OTHER SECONDARY AND UNSPECIFIED SITES (C76-C80)",
G40A09,"Absence epileptic syndrome, not intractable, w/o stat epi",G40A0,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
Z87448,Personal history of other diseases of urinary system,Z8744,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
G4452,New daily persistent headache (NDPH),G445,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
H532,Diplopia,H53,ICD10,VISUAL DISTURBANCES AND BLINDNESS (H53-H54),
Q614,Renal dysplasia,Q61,ICD10,CONGENITAL MALFORMATIONS OF THE URINARY SYSTEM (Q60-Q64),
C323,Malignant neoplasm of laryngeal cartilage,C32,ICD10,MALIGNANT NEOPLASMS OF RESPIRATORY AND INTRATHORACIC ORGANS (C30-C39),
S0990XA,"Unspecified injury of head, initial encounter",S0990,ICD10,INJURIES TO THE HEAD (S00-S09),
I712,"Thoracic aortic aneurysm, without rupture",,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
K5903,Drug induced constipation,K590,ICD10,OTHER DISEASES OF INTESTINES (K55-K64),
Z9079,Acquired absence of other genital organ(s),Z907,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Q858,"Other phakomatoses, not elsewhere classified",,ICD10,OTHER CONGENITAL MALFORMATIONS (Q80-Q89),
M65869,"Other synovitis and tenosynovitis, unspecified lower leg",M6586,ICD10,DISORDERS OF SYNOVIUM AND TENDON (M65-M67),
M868X8,"Other osteomyelitis, other site",M868X,ICD10,OTHER OSTEOPATHIES (M86-M90),
R12,Heartburn,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
C44202,Unsp malig neoplasm skin/ right ear and external auric canal,C4420,ICD10,MELANOMA AND OTHER MALIGNANT NEOPLASMS OF SKIN (C43-C44),
F509,"Eating disorder, unspecified",F50,ICD10,BEHAVIORAL SYNDROMES ASSOCIATED WITH PHYSIOLOGICAL DISTURBANCES AND PHYSICAL FACTORS (F50-F59),
E1159,Type 2 diabetes mellitus with oth circulatory complications,E115,ICD10,DIABETES MELLITUS (E08-E13),
S80921A,"Unsp superficial injury of right lower leg, init encntr",S80921,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
N5319,Other ejaculatory dysfunction,N531,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
T82897D,"Oth complication of cardiac prosth dev/grft, subs",T82897,ICD10,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED (T80-T88)",
L680,Hirsutism,L68,ICD10,DISORDERS OF SKIN APPENDAGES (L60-L75),
M436,Torticollis,M43,ICD10,DEFORMING DORSOPATHIES (M40-M43),
Z4802,Encounter for removal of sutures,Z480,ICD10,ENCOUNTERS FOR OTHER SPECIFIC HEALTH CARE (Z40-Z53),
H5789,Other specified disorders of eye and adnexa,H578,ICD10,OTHER DISORDERS OF EYE AND ADNEXA (H55-H57),
S0102XA,"Laceration with foreign body of scalp, initial encounter",S0102,ICD10,INJURIES TO THE HEAD (S00-S09),
Z206,Contact w and (suspected) exposure to human immunodef virus,Z20,ICD10,662,
I82621,Acute embolism and thrombosis of deep veins of r up extrem,I8262,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
M2570,"Osteophyte, unspecified joint",M257,ICD10,OTHER JOINT DISORDERS (M20-M25),
T2122XA,"Burn of second degree of abdominal wall, initial encounter",T2122,ICD10,"BURNS AND CORROSIONS OF EXTERNAL BODY SURFACE, SPECIFIED BY SITE (T20-T25)",
N6321,"Unspecified lump in the left breast, upper outer quadrant",N632,ICD10,DISORDERS OF BREAST (N60-N65),
I82502,Chronic embolism and thombos unsp deep veins of l low extrem,I8250,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
Z789,Other specified health status,Z78,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
L97521,Non-prs chronic ulcer oth prt l foot limited to brkdwn skin,L9752,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
K5190,"Ulcerative colitis, unspecified, without complications",K519,ICD10,NONINFECTIVE ENTERITIS AND COLITIS (K50-K52),
L89613,"Pressure ulcer of right heel, stage 3",L8961,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
K311,Adult hypertrophic pyloric stenosis,K31,ICD10,"DISEASES OF ESOPHAGUS, STOMACH AND DUODENUM (K20-K31)",
F0150,Vascular dementia without behavioral disturbance,F015,ICD10,MENTAL DISORDERS DUE TO KNOWN PHYSIOLOGICAL CONDITIONS (F01-F09),
M79674,Pain in right toe(s),M7967,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
J0390,"Acute tonsillitis, unspecified",J039,ICD10,ACUTE UPPER RESPIRATORY INFECTIONS (J00-J06),
G9341,Metabolic encephalopathy,G934,ICD10,OTHER DISORDERS OF THE NERVOUS SYSTEM (G89-G99),
F0151,Vascular dementia with behavioral disturbance,F015,ICD10,MENTAL DISORDERS DUE TO KNOWN PHYSIOLOGICAL CONDITIONS (F01-F09),
I5030,Unspecified diastolic (congestive) heart failure,I503,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
I871,Compression of vein,I87,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
H53131,"Sudden visual loss, right eye",H5313,ICD10,VISUAL DISTURBANCES AND BLINDNESS (H53-H54),
S61249A,"Pnctr w foreign body of unsp finger w/o damage to nail, init",S61249,ICD10,"INJURIES TO THE WRIST, HAND AND FINGERS (S60-S69)",
D332,"Benign neoplasm of brain, unspecified",D33,ICD10,"BENIGN NEOPLASMS, EXCEPT BENIGN NEUROENDOCRINE TUMORS (D10-D36)",
J309,"Allergic rhinitis, unspecified",J30,ICD10,OTHER DISEASES OF UPPER RESPIRATORY TRACT (J30-J39),
I272,Other secondary pulmonary hypertension,I27,ICD10,PULMONARY HEART DISEASE AND DISEASES OF PULMONARY CIRCULATION (I26-I28),
M7752,Other enthesopathy of left foot,M775,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
Z6844,"Body mass index [BMI] 60.0-69.9, adult",Z684,ICD10,BODY MASS INDEX [BMI] (Z68),
Z048,Encounter for examination and observation for oth reasons,Z04,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES FOR EXAMINATIONS (Z00-Z13),
C182,Malignant neoplasm of ascending colon,C18,ICD10,MALIGNANT NEOPLASMS OF DIGESTIVE ORGANS (C15-C26),
N938,Other specified abnormal uterine and vaginal bleeding,N93,ICD10,NONINFLAMMATORY DISORDERS OF FEMALE GENITAL TRACT (N80-N98),
R431,Parosmia,R43,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
F418,Other specified anxiety disorders,F41,ICD10,"ANXIETY, DISSOCIATIVE, STRESS-RELATED, SOMATOFORM AND OTHER NONPSYCHOTIC MENTAL DISORDERS (F40-F48)",
R7611,Nonspecific reaction to skin test w/o active tuberculosis,R761,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
M75102,"Unsp rotatr-cuff tear/ruptr of left shoulder, not trauma",M7510,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
A6920,"Lyme disease, unspecified",A692,ICD10,OTHER SPIROCHETAL DISEASES (A65-A69),
L02413,Cutaneous abscess of right upper limb,L0241,ICD10,INFECTIONS OF THE SKIN AND SUBCUTANEOUS TISSUE (L00-L08),
M7660,"Achilles tendinitis, unspecified leg",M766,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
B531,Malaria due to simian plasmodia,B53,ICD10,PROTOZOAL DISEASES (B50-B64),
I5022,Chronic systolic (congestive) heart failure,I502,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
R0609,Other forms of dyspnea,R060,ICD10,SYMPTOMS AND SIGNS INVOLVING THE CIRCULATORY AND RESPIRATORY SYSTEMS (R00-R09),
T6391XA,"Toxic effect of contact w unsp venomous animal, acc, init",T6391,ICD10,TOXIC EFFECTS OF SUBSTANCES CHIEFLY NONMEDICINAL AS TO SOURCE (T51-T65),
F259,"Schizoaffective disorder, unspecified",F25,ICD10,"SCHIZOPHRENIA, SCHIZOTYPAL, DELUSIONAL, AND OTHER NON-MOOD PSYCHOTIC DISORDERS (F20-F29)",
E162,"Hypoglycemia, unspecified",E16,ICD10,OTHER DISORDERS OF GLUCOSE REGULATION AND PANCREATIC INTERNAL SECRETION (E15-E16),
M25862,"Other specified joint disorders, left knee",M2586,ICD10,OTHER JOINT DISORDERS (M20-M25),
S72142A,"Displaced intertrochanteric fracture of left femur, init",S72142,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
M75111,"Incomplete rotatr-cuff tear/ruptr of r shoulder, not trauma",M7511,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
G5621,"Lesion of ulnar nerve, right upper limb",G562,ICD10,"NERVE, NERVE ROOT AND PLEXUS DISORDERS (G50-G59)",
I151,Hypertension secondary to other renal disorders,I15,ICD10,HYPERTENSIVE DISEASES (I10-I16),
Y09,Assault by unspecified means,,ICD10,ASSAULT (X92-Y09),
M4806,"Spinal stenosis, lumbar region",M480,ICD10,SPONDYLOPATHIES (M45-M49),
M26609,"Unspecified TMJ joint disorder, unspecified side",M2660,ICD10,DENTOFACIAL ANOMALIES [INCLUDING MALOCCLUSION] AND OTHER DISORDERS OF JAW (M26-M27),
S52121A,"Disp fx of head of right radius, init for clos fx",S52121,ICD10,INJURIES TO THE ELBOW AND FOREARM (S50-S59),
K642,Third degree hemorrhoids,K64,ICD10,OTHER DISEASES OF INTESTINES (K55-K64),
Z205,Contact with and (suspected) exposure to viral hepatitis,Z20,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES (Z20-Z28),
Z4589,Encounter for adjustment and management of implanted devices,Z458,ICD10,ENCOUNTERS FOR OTHER SPECIFIC HEALTH CARE (Z40-Z53),
H3411,"Central retinal artery occlusion, right eye",H341,ICD10,DISORDERS OF CHOROID AND RETINA (H30-H36),
C029,"Malignant neoplasm of tongue, unspecified",C02,ICD10,"MALIGNANT NEOPLASMS OF LIP, ORAL CAVITY AND PHARYNX (C00-C14)",
S42202A,"Unsp fracture of upper end of left humerus, init for clos fx",S42202,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
G451,Carotid artery syndrome (hemispheric),G45,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
L501,Idiopathic urticaria,L50,ICD10,URTICARIA AND ERYTHEMA (L49-L54),
E161,Other hypoglycemia,E16,ICD10,OTHER DISORDERS OF GLUCOSE REGULATION AND PANCREATIC INTERNAL SECRETION (E15-E16),
S82109A,"Unsp fracture of upper end of unsp tibia, init for clos fx",S82109,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
I481,Persistent atrial fibrillation,I48,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
G40109,"Local-rel symptc epi w simp prt seiz,not ntrct, w/o stat epi",G4010,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
N359,"Urethral stricture, unspecified",N35,ICD10,OTHER DISEASES OF THE URINARY SYSTEM (N30-N39),
S79922A,"Unspecified injury of left thigh, initial encounter",S79922,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
S72491A,"Oth fracture of lower end of right femur, init for clos fx",S72491,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
I2583,Coronary atherosclerosis due to lipid rich plaque,I258,ICD10,ISCHEMIC HEART DISEASES (I20-I25),
N471,Phimosis,N47,ICD10,DISEASES OF MALE GENITAL ORGANS (N40-N53),
I2723,Pulmonary hypertension due to lung diseases and hypoxia,I272,ICD10,PULMONARY HEART DISEASE AND DISEASES OF PULMONARY CIRCULATION (I26-I28),
N83202,"Unspecified ovarian cyst, left side",N8320,ICD10,NONINFLAMMATORY DISORDERS OF FEMALE GENITAL TRACT (N80-N98),
I495,Sick sinus syndrome,I49,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
L403,Pustulosis palmaris et plantaris,L40,ICD10,PAPULOSQUAMOUS DISORDERS (L40-L45),
S80861A,"Insect bite (nonvenomous), right lower leg, init encntr",S80861,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
I728,Aneurysm of other specified arteries,I72,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
M48062,"Spinal stenosis, lumbar region with neurogenic claudication",M4806,ICD10,SPONDYLOPATHIES (M45-M49),
G40509,"Epileptic seiz rel to extrn causes, not ntrct, w/o stat epi",G4050,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
I371,Nonrheumatic pulmonary valve insufficiency,I37,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
K600,Acute anal fissure,K60,ICD10,OTHER DISEASES OF INTESTINES (K55-K64),
Y838,"Oth surgical procedures cause abn react/compl, w/o misadvnt",Y83,ICD10,"SURGICAL AND OTHER MEDICAL PROCEDURES AS THE CAUSE OF ABNORMAL REACTION OF THE PATIENT, OR OF LATER COMPLICATION, WITHOUT MENTION OF MISADVENTURE AT THE TIME OF THE PROCEDURE (Y83-Y84)",
L8991,"Pressure ulcer of unspecified site, stage 1",L899,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
H66011,"Acute suppr otitis media w spon rupt ear drum, right ear",H6601,ICD10,DISEASES OF MIDDLE EAR AND MASTOID (H65-H75),
Z9011,Acquired absence of right breast and nipple,Z901,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
T8451XA,"Infect/inflm reaction due to internal right hip prosth, init",T8451,ICD10,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED (T80-T88)",
V4940XD,"Driver injured in collision w unsp mv in traf, subs",V4940,ICD10,CAR OCCUPANT INJURED IN TRANSPORT ACCIDENT (V40-V49),
S92401A,"Displaced unsp fracture of right great toe, init for clos fx",S92401,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
